|Grain|Grain Mill Products|Farm Products (excl. Grain)|Food Products|Chemicals|Petroleum & Petroleum Products|Primary Metal Products|Primary Forest Products|Lumber & Wood Products|Pulp & Paper Products|Non-Metallic Minerals (incl. Phosphates)|Crushed Stone, Sand & Gravel|Stone, Clay & Glass Products|Iron & Steel Scrap|Waste & Nonferrous Scrap|Motor Vehicles and Parts|Metallic Ores|Coal|Coke|All Other Carloads|Total Carloads|Trailers|Containers|Total Intermodal|Total Traffic|Non‐Metallic Minerals (incl. Phosphates)|Primary Forest Products*|Farm Products, Ex. Grain|Food & Kindred Products|Petroleum Products|Metals & Products|Pulp, Paper & Allied Products|Phosphate (Phospate Rock)|Automotive (Motor Vehicles & Equip.)|Military, Machinery & Transportation Equipment
Week 38 2018 QTD|33154.0|24324.0|2339.0|25953.0|117807.0|37029.0|34690.0|6617.0|14903.0|36884.0|30950.0|59842.0|31679.0|15643.0|34140.0|101093.0|9644.0|198739.0|12481.0|14747.0|842658.0|24996.0|646603.0|671599.0|1514257.0||||||||||
Week 38 2017 QTD|25959.0|22691.0|2183.0|24701.0|120978.0|29020.0|28294.0|6032.0|12920.0|31773.0|39469.0|59566.0|26916.0|12868.0|31750.0|95104.0|10251.0|187998.0|11650.0|18760.0|798883.0|22033.0|626676.0|648709.0|1447592.0||||||||||
Week 38 QTD pct-change|27.7|7.2|7.1|5.1|2.6|27.6|22.6|9.7|15.3|16.1|21.6|0.5|17.7|21.6|7.5|6.3|5.9|5.7|7.1|21.4|5.5|13.4|3.2|3.5|4.6||||||||||
Week 38 2018 YTD|106517.0|75259.0|8414.0|81346.0|376521.0|111644.0|107334.0|19611.0|46477.0|111042.0|102051.0|182693.0|92809.0|48757.0|98831.0|333440.0|28349.0|600573.0|37223.0|47603.0|2616494.0|80115.0|2012715.0|2092830.0|4709324.0||||||||||
Week 38 2017 YTD|99430.0|76446.0|7947.0|79896.0|400275.0|103062.0|97149.0|19245.0|43378.0|103435.0|133691.0|182283.0|86339.0|47653.0|102850.0|330742.0|30846.0|575747.0|38916.0|54763.0|2614079.0|72855.0|1976283.0|2049138.0|4663217.0||||||||||
Week 38 YTD pct-change|7.1|1.6|5.9|1.8|5.9|8.3|10.5|1.9|7.1|7.4|23.7|0.2|7.5|2.3|3.9|0.8|8.1|4.3|4.4|13.1|0.1|10.0|1.8|2.1|1.0||||||||||
Week 37 2018|1936.0|1937.0|141.0|2112.0|10306.0|3246.0|2776.0|544.0|1242.0|2985.0|2379.0|4028.0|2639.0|1317.0|2982.0|9138.0|926.0|16206.0|979.0|1269.0|69088.0|2199.0|53963.0|56162.0|125250.0||||||||||
Week 37 2017|2133.0|1894.0|113.0|1877.0|8778.0|2816.0|2467.0|499.0|986.0|2353.0|1049.0|4666.0|2443.0|1148.0|2784.0|8063.0|943.0|16722.0|1037.0|1376.0|64147.0|1771.0|48303.0|50074.0|114221.0||||||||||
Week 37 pct-change|9.2|2.3|24.8|12.5|17.4|15.3|12.5|9.0|26.0|26.9|126.8|13.7|8.0|14.7|7.1|13.3|1.8|3.1|5.6|7.8|7.7|24.2|11.7|12.2|9.7||||||||||
Week 37 2018 QTD|30331.0|22208.0|2132.0|23687.0|108302.0|33590.0|31863.0|6173.0|13682.0|33777.0|28077.0|54938.0|29004.0|14393.0|31308.0|92014.0|8733.0|183019.0|11299.0|12575.0|771105.0|22726.0|589929.0|612655.0|1383760.0||||||||||
Week 37 2017 QTD|24192.0|20842.0|2032.0|22639.0|110931.0|26463.0|25795.0|5571.0|11713.0|28875.0|36737.0|54722.0|24611.0|11605.0|28928.0|86176.0|9084.0|173368.0|10679.0|17436.0|732399.0|20344.0|569721.0|590065.0|1322464.0||||||||||
Week 37 QTD pct-change|25.4|6.6|4.9|4.6|2.4|26.9|23.5|10.8|16.8|17.0|23.6|0.4|17.8|24.0|8.2|6.8|3.9|5.6|5.8|27.9|5.3|11.7|3.5|3.8|4.6||||||||||
Week 37 2018 YTD|103694.0|73143.0|8207.0|79080.0|367016.0|108205.0|104507.0|19167.0|45256.0|107935.0|99178.0|177789.0|90134.0|47507.0|95999.0|324361.0|27438.0|584853.0|36041.0|45431.0|2544941.0|77845.0|1956041.0|2033886.0|4578827.0||||||||||
Week 37 2017 YTD|97663.0|74597.0|7796.0|77834.0|390228.0|100505.0|94650.0|18784.0|42171.0|100537.0|130959.0|177439.0|84034.0|46390.0|100028.0|321814.0|29679.0|561117.0|37945.0|53439.0|2547595.0|71166.0|1919328.0|1990494.0|4538089.0||||||||||
Week 37 YTD pct-change|6.2|1.9|5.3|1.6|5.9|7.7|10.4|2.0|7.3|7.4|24.3|0.2|7.3|2.4|4.0|0.8|7.6|4.2|5.0|15.0|0.1|9.4|1.9|2.2|0.9||||||||||
Week 36 2018|2718.0|1872.0|150.0|2216.0|8867.0|3448.0|2639.0|575.0|1226.0|2943.0|2908.0|4580.0|2576.0|1052.0|2635.0|8339.0|761.0|16816.0|1089.0|1026.0|68436.0|1848.0|49506.0|51354.0|119790.0||||||||||
Week 36 2017|2220.0|1787.0|160.0|2056.0|9432.0|2371.0|2292.0|454.0|1190.0|2690.0|3598.0|4297.0|2007.0|910.0|2234.0|7516.0|919.0|16991.0|740.0|1042.0|64906.0|1646.0|45763.0|47409.0|112315.0||||||||||
Week 36 pct-change|22.4|4.8|6.3|7.8|6.0|45.4|15.1|26.7|3.0|9.4|19.2|6.6|28.4|15.6|17.9|10.9|17.2|1.0|47.2|1.5|5.4|12.3|8.2|8.3|6.7||||||||||
Week 36 2018 QTD|28395.0|20271.0|1991.0|21575.0|97996.0|30344.0|29087.0|5629.0|12440.0|30792.0|25698.0|50910.0|26365.0|13076.0|28326.0|82876.0|7807.0|166813.0|10320.0|11306.0|702017.0|20527.0|535966.0|556493.0|1258510.0||||||||||
Week 36 2017 QTD|22059.0|18948.0|1919.0|20762.0|102153.0|23647.0|23328.0|5072.0|10727.0|26522.0|35688.0|50056.0|22168.0|10457.0|26144.0|78113.0|8141.0|156646.0|9642.0|16060.0|668252.0|18573.0|521418.0|539991.0|1208243.0||||||||||
Week 36 QTD pct-change|28.7|7.0|3.8|3.9|4.1|28.3|24.7|11.0|16.0|16.1|28.0|1.7|18.9|25.0|8.3|6.1|4.1|6.5|7.0|29.6|5.1|10.5|2.8|3.1|4.2||||||||||
Week 36 2018 YTD|101758.0|71206.0|8066.0|76968.0|356710.0|104959.0|101731.0|18623.0|44014.0|104950.0|96799.0|173761.0|87495.0|46190.0|93017.0|315223.0|26512.0|568647.0|35062.0|44162.0|2475853.0|75646.0|1902078.0|1977724.0|4453577.0||||||||||
Week 36 2017 YTD|95530.0|72703.0|7683.0|75957.0|381450.0|97689.0|92183.0|18285.0|41185.0|98184.0|129910.0|172773.0|81591.0|45242.0|97244.0|313751.0|28736.0|544395.0|36908.0|52063.0|2483448.0|69395.0|1871025.0|1940420.0|4423868.0||||||||||
Week 36 YTD pct-change|6.5|2.1|5.0|1.3|6.5|7.4|10.4|1.8|6.9|6.9|25.5|0.6|7.2|2.1|4.3|0.5|7.7|4.5|5.0|15.2|0.3|9.0|1.7|1.9|0.7||||||||||
Week 35 2018|2147.0|1968.0|179.0|2078.0|9732.0|3013.0|3102.0|673.0|1286.0|3029.0|2630.0|5114.0|2707.0|1395.0|3182.0|9184.0|770.0|16123.0|1250.0|1207.0|70769.0|2240.0|54395.0|56635.0|127404.0||||||||||
Week 35 2017|2118.0|1862.0|145.0|1913.0|9946.0|2497.0|2426.0|574.0|1118.0|2772.0|2968.0|5658.0|2283.0|1107.0|2658.0|9417.0|973.0|18426.0|1030.0|1621.0|71512.0|1996.0|53856.0|55852.0|127364.0||||||||||
Week 35 pct-change|1.4|5.7|23.4|8.6|2.2|20.7|27.9|17.2|15.0|9.3|11.4|9.6|18.6|26.0|19.7|2.5|20.9|12.5|21.4|25.5|1.0|12.2|1.0|1.4|0.0||||||||||
Week 35 2018 QTD|25677.0|18399.0|1841.0|19359.0|89129.0|26896.0|26448.0|5054.0|11214.0|27849.0|22790.0|46330.0|23789.0|12024.0|25691.0|74537.0|7046.0|149997.0|9231.0|10280.0|633581.0|18679.0|486460.0|505139.0|1138720.0||||||||||
Week 35 2017 QTD|19839.0|17161.0|1759.0|18706.0|92721.0|21276.0|21036.0|4618.0|9537.0|23832.0|32090.0|45759.0|20161.0|9547.0|23910.0|70597.0|7222.0|139655.0|8902.0|15018.0|603346.0|16927.0|475655.0|492582.0|1095928.0||||||||||
Week 35 QTD pct-change|29.4|7.2|4.7|3.5|3.9|26.4|25.7|9.4|17.6|16.9|29.0|1.2|18.0|25.9|7.4|5.6|2.4|7.4|3.7|31.5|5.0|10.4|2.3|2.5|3.9||||||||||
Week 35 2018 YTD|99040.0|69334.0|7916.0|74752.0|347843.0|101511.0|99092.0|18048.0|42788.0|102007.0|93891.0|169181.0|84919.0|45138.0|90382.0|306884.0|25751.0|551831.0|33973.0|43136.0|2407417.0|73798.0|1852572.0|1926370.0|4333787.0||||||||||
Week 35 2017 YTD|93310.0|70916.0|7523.0|73901.0|372018.0|95318.0|89891.0|17831.0|39995.0|95494.0|126312.0|168476.0|79584.0|44332.0|95010.0|306235.0|27817.0|527404.0|36168.0|51021.0|2418542.0|67749.0|1825262.0|1893011.0|4311553.0||||||||||
Week 35 YTD pct-change|6.1|2.2|5.2|1.2|6.5|6.5|10.2|1.2|7.0|6.8|25.7|0.4|6.7|1.8|4.9|0.2|7.4|4.6|6.1|15.5|0.5|8.9|1.5|1.8|0.5||||||||||
Week 34 2018|2397.0|1951.0|163.0|2136.0|10249.0|2840.0|3077.0|559.0|1341.0|3151.0|2763.0|5384.0|2551.0|1481.0|2843.0|8931.0|1026.0|17845.0|1108.0|1253.0|73049.0|2094.0|55868.0|57962.0|131011.0||||||||||
Week 34 2017|1973.0|2149.0|200.0|2078.0|10160.0|2240.0|2555.0|529.0|1100.0|2473.0|3705.0|5282.0|2318.0|1091.0|2643.0|8820.0|698.0|17880.0|1142.0|1377.0|70413.0|1842.0|54694.0|56536.0|126949.0||||||||||
Week 34 pct-change|21.5|9.2|18.5|2.8|0.9|26.8|20.4|5.7|21.9|27.4|25.4|1.9|10.1|35.7|7.6|1.3|47.0|0.2|3.0|9.0|3.7|13.7|2.1|2.5|3.2||||||||||
Week 34 2018 QTD|23530.0|16431.0|1662.0|17281.0|79397.0|23883.0|23346.0|4381.0|9928.0|24820.0|20160.0|41216.0|21082.0|10629.0|22509.0|65353.0|6276.0|133874.0|7981.0|9073.0|562812.0|16439.0|432065.0|448504.0|1011316.0||||||||||
Week 34 2017 QTD|17721.0|15299.0|1614.0|16793.0|82775.0|18779.0|18610.0|4044.0|8419.0|21060.0|29122.0|40101.0|17878.0|8440.0|21252.0|61180.0|6249.0|121229.0|7872.0|13397.0|531834.0|14931.0|421799.0|436730.0|968564.0||||||||||
Week 34 QTD pct-change|32.8|7.4|3.0|2.9|4.1|27.2|25.4|8.3|17.9|17.9|30.8|2.8|17.9|25.9|5.9|6.8|0.4|10.4|1.4|32.3|5.8|10.1|2.4|2.7|4.4||||||||||
Week 34 2018 YTD|96893.0|67366.0|7737.0|72674.0|338111.0|98498.0|95990.0|17375.0|41502.0|98978.0|91261.0|164067.0|82212.0|43743.0|87200.0|297700.0|24981.0|535708.0|32723.0|41929.0|2336648.0|71558.0|1798177.0|1869735.0|4206383.0||||||||||
Week 34 2017 YTD|91192.0|69054.0|7378.0|71988.0|362072.0|92821.0|87465.0|17257.0|38877.0|92722.0|123344.0|162818.0|77301.0|43225.0|92352.0|296818.0|26844.0|508978.0|35138.0|49400.0|2347030.0|65753.0|1771406.0|1837159.0|4184189.0||||||||||
Week 34 YTD pct-change|6.3|2.4|4.9|1.0|6.6|6.1|9.7|0.7|6.8|6.7|26.0|0.8|6.4|1.2|5.6|0.3|6.9|5.3|6.9|15.1|0.4|8.8|1.5|1.8|0.5||||||||||
Week 33 2018|3085.0|2042.0|184.0|2339.0|10063.0|3367.0|2970.0|580.0|1233.0|3136.0|2523.0|5298.0|2828.0|1359.0|2913.0|9313.0|765.0|18868.0|982.0|861.0|74709.0|2153.0|55700.0|57853.0|132562.0||||||||||
Week 33 2017|1746.0|1767.0|179.0|2254.0|10961.0|2332.0|2371.0|577.0|1027.0|2450.0|3682.0|4962.0|2128.0|1036.0|2665.0|8131.0|787.0|16821.0|1079.0|1743.0|68698.0|1784.0|54183.0|55967.0|124665.0||||||||||
Week 33 pct-change|76.7|15.6|2.8|3.8|8.2|44.4|25.3|0.5|20.1|28.0|31.5|6.8|32.9|31.2|9.3|14.5|2.8|12.2|9.0|50.6|8.7|20.7|2.8|3.4|6.3||||||||||
Week 33 2018 QTD|21133.0|14480.0|1499.0|15145.0|69148.0|21043.0|20269.0|3822.0|8587.0|21669.0|17397.0|35832.0|18531.0|9148.0|19666.0|56422.0|5250.0|116029.0|6873.0|7820.0|489763.0|14345.0|376197.0|390542.0|880305.0||||||||||
Week 33 2017 QTD|15748.0|13150.0|1414.0|14715.0|72615.0|16539.0|16055.0|3515.0|7319.0|18587.0|25417.0|34819.0|15560.0|7349.0|18609.0|52360.0|5551.0|103349.0|6730.0|12020.0|461421.0|13089.0|367105.0|380194.0|841615.0||||||||||
Week 33 QTD pct-change|34.2|10.1|6.0|2.9|4.8|27.2|26.2|8.7|17.3|16.6|31.6|2.9|19.1|24.5|5.7|7.8|5.4|12.3|2.1|34.9|6.1|9.6|2.5|2.7|4.6||||||||||
Week 33 2018 YTD|94496.0|65415.0|7574.0|70538.0|327862.0|95658.0|92913.0|16816.0|40161.0|95827.0|88498.0|158683.0|79661.0|42262.0|84357.0|288769.0|23955.0|517863.0|31615.0|40676.0|2263599.0|69464.0|1742309.0|1811773.0|4075372.0||||||||||
Week 33 2017 YTD|89219.0|66905.0|7178.0|69910.0|351912.0|90581.0|84910.0|16728.0|37777.0|90249.0|119639.0|157536.0|74983.0|42134.0|89709.0|287998.0|26146.0|491098.0|33996.0|48023.0|2276617.0|63911.0|1716712.0|1780623.0|4057240.0||||||||||
Week 33 YTD pct-change|5.9|2.2|5.5|0.9|6.8|5.6|9.4|0.5|6.3|6.2|26.0|0.7|6.2|0.3|6.0|0.3|8.4|5.5|7.0|15.3|0.6|8.7|1.5|1.7|0.4||||||||||
Week 32 2018|3031.0|2059.0|247.0|1945.0|10353.0|2868.0|2865.0|567.0|1137.0|3119.0|2401.0|5175.0|2457.0|1252.0|2918.0|8882.0|875.0|19430.0|988.0|795.0|73364.0|2113.0|55098.0|57211.0|130575.0||||||||||
Week 32 2017|1901.0|2038.0|203.0|1945.0|9934.0|2285.0|2164.0|404.0|990.0|2513.0|3627.0|5278.0|2207.0|1036.0|2597.0|8388.0|670.0|16533.0|910.0|1227.0|66850.0|1834.0|54898.0|56732.0|123582.0||||||||||
Week 32 pct-change|59.4|1.0|21.7|0.0|4.2|25.5|32.4|40.3|14.8|24.1|33.8|2.0|11.3|20.8|12.4|5.9|30.6|17.5|8.6|35.2|9.7|15.2|0.4|0.8|5.7||||||||||
Week 32 2018 QTD|18048.0|12438.0|1315.0|12806.0|59085.0|17676.0|17299.0|3242.0|7354.0|18533.0|14874.0|30534.0|15703.0|7789.0|16753.0|47109.0|4485.0|97161.0|5891.0|6959.0|415054.0|12192.0|320497.0|332689.0|747743.0||||||||||
Week 32 2017 QTD|14002.0|11383.0|1235.0|12461.0|61654.0|14207.0|13684.0|2938.0|6292.0|16137.0|21735.0|29857.0|13432.0|6313.0|15944.0|44229.0|4764.0|86528.0|5651.0|10277.0|392723.0|11305.0|312922.0|324227.0|716950.0||||||||||
Week 32 QTD pct-change|28.9|9.3|6.5|2.8|4.2|24.4|26.4|10.3|16.9|14.8|31.6|2.3|16.9|23.4|5.1|6.5|5.9|12.3|4.2|32.3|5.7|7.8|2.4|2.6|4.3||||||||||
Week 32 2018 YTD|91411.0|63373.0|7390.0|68199.0|317799.0|92291.0|89943.0|16236.0|38928.0|92691.0|85975.0|153385.0|76833.0|40903.0|81444.0|279456.0|23190.0|498995.0|30633.0|39815.0|2188890.0|67311.0|1686609.0|1753920.0|3942810.0||||||||||
Week 32 2017 YTD|87473.0|65138.0|6999.0|67656.0|340951.0|88249.0|82539.0|16151.0|36750.0|87799.0|115957.0|152574.0|72855.0|41098.0|87044.0|279867.0|25359.0|474277.0|32917.0|46280.0|2207919.0|62127.0|1662529.0|1724656.0|3932575.0||||||||||
Week 32 YTD pct-change|4.5|2.7|5.6|0.8|6.8|4.6|9.0|0.5|5.9|5.6|25.9|0.5|5.5|0.5|6.4|0.1|8.6|5.2|6.9|14.0|0.9|8.3|1.4|1.7|0.3||||||||||
Week 31 2018|3319.0|2312.0|214.0|2167.0|9895.0|2986.0|2846.0|583.0|1261.0|2996.0|2498.0|5293.0|2642.0|1470.0|2843.0|8907.0|825.0|16501.0|917.0|1178.0|71653.0|2137.0|54581.0|56718.0|128371.0||||||||||
Week 31 2017|2371.0|1839.0|227.0|2190.0|10427.0|2503.0|2384.0|526.0|1113.0|2691.0|3682.0|5214.0|2244.0|950.0|2907.0|7471.0|808.0|14280.0|985.0|2722.0|67534.0|1892.0|53731.0|55623.0|123157.0||||||||||
Week 31 pct-change|40.0|25.7|5.7|1.1|5.1|19.3|19.4|10.8|13.3|11.3|32.2|1.5|17.7|54.7|2.2|19.2|2.1|15.6|6.9|56.7|6.1|12.9|1.6|2.0|4.2||||||||||
Week 31 2018 QTD|15017.0|10379.0|1068.0|10861.0|48732.0|14808.0|14434.0|2675.0|6217.0|15414.0|12473.0|25359.0|13246.0|6537.0|13835.0|38227.0|3610.0|77731.0|4903.0|6164.0|341690.0|10079.0|265399.0|275478.0|617168.0||||||||||
Week 31 2017 QTD|12101.0|9345.0|1032.0|10516.0|51720.0|11922.0|11520.0|2534.0|5302.0|13624.0|18108.0|24579.0|11225.0|5277.0|13347.0|35841.0|4094.0|69995.0|4741.0|9050.0|325873.0|9471.0|258024.0|267495.0|593368.0||||||||||
Week 31 QTD pct-change|24.1|11.1|3.5|3.3|5.8|24.2|25.3|5.6|17.3|13.1|31.1|3.2|18.0|23.9|3.7|6.7|11.8|11.1|3.4|31.9|4.9|6.4|2.9|3.0|4.0||||||||||
Week 31 2018 YTD|88380.0|61314.0|7143.0|66254.0|307446.0|89423.0|87078.0|15669.0|37791.0|89572.0|83574.0|148210.0|74376.0|39651.0|78526.0|270574.0|22315.0|479565.0|29645.0|39020.0|2115526.0|65198.0|1631511.0|1696709.0|3812235.0||||||||||
Week 31 2017 YTD|85572.0|63100.0|6796.0|65711.0|331017.0|85964.0|80375.0|15747.0|35760.0|85286.0|112330.0|147296.0|70648.0|40062.0|84447.0|271479.0|24689.0|457744.0|32007.0|45053.0|2141069.0|60293.0|1607631.0|1667924.0|3808993.0||||||||||
Week 31 YTD pct-change|3.3|2.8|5.1|0.8|7.1|4.0|8.3|0.5|5.7|5.0|25.6|0.6|5.3|1.0|7.0|0.3|9.6|4.8|7.4|13.4|1.2|8.1|1.5|1.7|0.1||||||||||
Week 30 2018|3061.0|2154.0|239.0|2220.0|10054.0|3147.0|3033.0|635.0|1158.0|3246.0|2309.0|4567.0|2689.0|1352.0|2871.0|8335.0|617.0|17108.0|1015.0|1150.0|70960.0|2072.0|55998.0|58070.0|129030.0||||||||||
Week 30 2017|2173.0|1928.0|207.0|2082.0|10591.0|2464.0|2266.0|488.0|1051.0|2594.0|3676.0|5205.0|2312.0|1195.0|2553.0|7985.0|1053.0|14484.0|1085.0|1469.0|66861.0|2058.0|54630.0|56688.0|123549.0||||||||||
Week 30 pct-change|40.9|11.7|15.5|6.6|5.1|27.7|33.8|30.1|10.2|25.1|37.2|12.3|16.3|13.1|12.5|4.4|41.4|18.1|6.5|21.7|6.1|0.7|2.5|2.4|4.4||||||||||
Week 30 2018 QTD|11698.0|8067.0|854.0|8694.0|38837.0|11822.0|11588.0|2092.0|4956.0|12418.0|9975.0|20066.0|10604.0|5067.0|10992.0|29320.0|2785.0|61230.0|3986.0|4986.0|270037.0|7942.0|210818.0|218760.0|488797.0||||||||||
Week 30 2017 QTD|9730.0|7506.0|805.0|8326.0|41293.0|9419.0|9136.0|2008.0|4189.0|10933.0|14426.0|19365.0|8981.0|4327.0|10440.0|28370.0|3286.0|55715.0|3756.0|6328.0|258339.0|7579.0|204293.0|211872.0|470211.0||||||||||
Week 30 QTD pct-change|20.2|7.5|6.1|4.4|5.9|25.5|26.8|4.2|18.3|13.6|30.9|3.6|18.1|17.1|5.3|3.3|15.2|9.9|6.1|21.2|4.5|4.8|3.2|3.3|4.0||||||||||
Week 30 2018 YTD|85061.0|59002.0|6929.0|64087.0|297551.0|86437.0|84232.0|15086.0|36530.0|86576.0|81076.0|142917.0|71734.0|38181.0|75683.0|261667.0|21490.0|463064.0|28728.0|37842.0|2043873.0|63061.0|1576930.0|1639991.0|3683864.0||||||||||
Week 30 2017 YTD|83201.0|61261.0|6569.0|63521.0|320590.0|83461.0|77991.0|15221.0|34647.0|82595.0|108648.0|142082.0|68404.0|39112.0|81540.0|264008.0|23881.0|443464.0|31022.0|42331.0|2073535.0|58401.0|1553900.0|1612301.0|3685836.0||||||||||
Week 30 YTD pct-change|2.2|3.7|5.5|0.9|7.2|3.6|8.0|0.9|5.4|4.8|25.4|0.6|4.9|2.4|7.2|0.9|10.0|4.4|7.4|10.6|1.4|8.0|1.5|1.7|0.1||||||||||
Week 29 2018|3386.0|1947.0|189.0|2231.0|9205.0|2912.0|2890.0|475.0|1199.0|3003.0|2282.0|5274.0|2735.0|1376.0|2770.0|7382.0|693.0|17752.0|983.0|1688.0|70372.0|2085.0|53679.0|55764.0|126136.0||||||||||
Week 29 2017|1824.0|1739.0|232.0|2203.0|10057.0|2165.0|2280.0|524.0|950.0|2757.0|3426.0|4811.0|2355.0|1220.0|2466.0|7088.0|765.0|13666.0|779.0|1493.0|62800.0|1921.0|52145.0|54066.0|116866.0||||||||||
Week 29 pct-change|85.6|12.0|18.5|1.3|8.5|34.5|26.8|9.4|26.2|8.9|33.4|9.6|16.1|12.8|12.3|4.1|9.4|29.9|26.2|13.1|12.1|8.5|2.9|3.1|7.9||||||||||
Week 29 2018 QTD|8637.0|5913.0|615.0|6474.0|28783.0|8675.0|8555.0|1457.0|3798.0|9172.0|7666.0|15499.0|7915.0|3715.0|8121.0|20985.0|2168.0|44122.0|2971.0|3836.0|199077.0|5870.0|154820.0|160690.0|359767.0||||||||||
Week 29 2017 QTD|7557.0|5578.0|598.0|6244.0|30702.0|6955.0|6870.0|1520.0|3138.0|8339.0|10750.0|14160.0|6669.0|3132.0|7887.0|20385.0|2233.0|41231.0|2671.0|4859.0|191478.0|5521.0|149663.0|155184.0|346662.0||||||||||
Week 29 QTD pct-change|14.3|6.0|2.8|3.7|6.3|24.7|24.5|4.1|21.0|10.0|28.7|9.5|18.7|18.6|3.0|2.9|2.9|7.0|11.2|21.1|4.0|6.3|3.4|3.5|3.8||||||||||
Week 29 2018 YTD|82000.0|56848.0|6690.0|61867.0|287497.0|83290.0|81199.0|14451.0|35372.0|83330.0|78767.0|138350.0|69045.0|36829.0|72812.0|253332.0|20873.0|445956.0|27713.0|36692.0|1972913.0|60989.0|1520932.0|1581921.0|3554834.0||||||||||
Week 29 2017 YTD|81028.0|59333.0|6362.0|61439.0|309999.0|80997.0|75725.0|14733.0|33596.0|80001.0|104972.0|136877.0|66092.0|37917.0|78987.0|256023.0|22828.0|428980.0|29937.0|40862.0|2006674.0|56343.0|1499270.0|1555613.0|3562287.0||||||||||
Week 29 YTD pct-change|1.2|4.2|5.2|0.7|7.3|2.8|7.2|1.9|5.3|4.2|25.0|1.1|4.5|2.9|7.8|1.1|8.6|4.0|7.4|10.2|1.7|8.2|1.4|1.7|0.2||||||||||
Week 28 2018|2903.0|1969.0|194.0|2105.0|10284.0|2909.0|2971.0|609.0|1452.0|3207.0|2573.0|5335.0|2773.0|1352.0|2889.0|7428.0|794.0|14362.0|1136.0|1276.0|68521.0|2002.0|53110.0|55112.0|123633.0||||||||||
Week 28 2017|3560.0|1848.0|170.0|1969.0|10797.0|2362.0|2310.0|536.0|1054.0|2704.0|3590.0|5497.0|2355.0|1101.0|2985.0|6764.0|927.0|15719.0|908.0|2091.0|69247.0|1957.0|52267.0|54224.0|123471.0||||||||||
Week 28 pct-change|18.5|6.5|14.1|6.9|4.8|23.2|28.6|13.6|37.8|18.6|28.3|2.9|17.7|22.8|3.2|9.8|14.3|8.6|25.1|39.0|1.0|2.3|1.6|1.6|0.1||||||||||
Week 28 2018 QTD|5251.0|3966.0|426.0|4243.0|19578.0|5763.0|5665.0|982.0|2599.0|6169.0|5384.0|10225.0|5180.0|2339.0|5351.0|13603.0|1475.0|26370.0|1988.0|2148.0|128705.0|3785.0|101141.0|104926.0|233631.0||||||||||
Week 28 2017 QTD|5733.0|3839.0|366.0|4041.0|20645.0|4790.0|4590.0|996.0|2188.0|5582.0|7324.0|9349.0|4314.0|1912.0|5421.0|13297.0|1468.0|27565.0|1892.0|3366.0|128678.0|3600.0|97518.0|101118.0|229796.0||||||||||
Week 28 QTD pct-change|8.4|3.3|16.4|5.0|5.2|20.3|23.4|1.4|18.8|10.5|26.5|9.4|20.1|22.3|1.3|2.3|0.5|4.3|5.1|36.2|0.0|5.1|3.7|3.8|1.7||||||||||
Week 28 2018 YTD|78614.0|54901.0|6501.0|59636.0|278292.0|80378.0|78309.0|13976.0|34173.0|80327.0|76485.0|133076.0|66310.0|35453.0|70042.0|245950.0|20180.0|428204.0|26730.0|35004.0|1902541.0|58904.0|1467253.0|1526157.0|3428698.0||||||||||
Week 28 2017 YTD|79204.0|57594.0|6130.0|59236.0|299942.0|78832.0|73445.0|14209.0|32646.0|77244.0|101546.0|132066.0|63737.0|36697.0|76521.0|248935.0|22063.0|415314.0|29158.0|39369.0|1943874.0|54422.0|1447125.0|1501547.0|3445421.0||||||||||
Week 28 YTD pct-change|0.7|4.7|6.1|0.7|7.2|2.0|6.6|1.6|4.7|4.0|24.7|0.8|4.0|3.4|8.5|1.2|8.5|3.1|8.3|11.1|2.1|8.2|1.4|1.6|0.5||||||||||
Week 27 2018|2348.0|1997.0|232.0|2138.0|9294.0|2854.0|2694.0|373.0|1147.0|2962.0|2811.0|4890.0|2407.0|987.0|2462.0|6175.0|681.0|12008.0|852.0|872.0|60184.0|1783.0|48031.0|49814.0|109998.0||||||||||
Week 27 2017|2173.0|1991.0|196.0|2072.0|9848.0|2428.0|2280.0|460.0|1134.0|2878.0|3734.0|3852.0|1959.0|811.0|2436.0|6533.0|541.0|11846.0|984.0|1275.0|59431.0|1643.0|45251.0|46894.0|106325.0||||||||||
Week 27 pct-change|8.1|0.3|18.4|3.2|5.6|17.5|18.2|18.9|1.1|2.9|24.7|26.9|22.9|21.7|1.1|5.5|25.9|1.4|13.4|31.6|1.3|8.5|6.1|6.2|3.5||||||||||
Week 27 2018 QTD|2348.0|1997.0|232.0|2138.0|9294.0|2854.0|2694.0|373.0|1147.0|2962.0|2811.0|4890.0|2407.0|987.0|2462.0|6175.0|681.0|12008.0|852.0|872.0|60184.0|1783.0|48031.0|49814.0|109998.0||||||||||
Week 27 2017 QTD|2173.0|1991.0|196.0|2072.0|9848.0|2428.0|2280.0|460.0|1134.0|2878.0|3734.0|3852.0|1959.0|811.0|2436.0|6533.0|541.0|11846.0|984.0|1275.0|59431.0|1643.0|45251.0|46894.0|106325.0||||||||||
Week 27 QTD pct-change|8.1|0.3|18.4|3.2|5.6|17.5|18.2|18.9|1.1|2.9|24.7|26.9|22.9|21.7|1.1|5.5|25.9|1.4|13.4|31.6|1.3|8.5|6.1|6.2|3.5||||||||||
